,token,ner_tag
48264,I-Plot,town
48265,O,i
48266,O,am
48267,O,thinking
48268,O,of
48269,O,a
48270,B-Opinion,classic
48271,B-Genre,zombie
48272,O,movie
48273,O,which
48274,O,helped
48275,O,to
48276,O,create
48277,O,the
48278,O,zombie
48279,O,genre
48280,O,i
48281,O,am
48282,O,thinking
48283,O,of
48284,O,a
48285,B-Genre,comedy
48286,O,film
48287,O,that
48288,O,tells
48289,B-Plot,the
48290,I-Plot,story
48291,I-Plot,of
48292,I-Plot,four
48293,I-Plot,men
48294,I-Plot,who
48295,I-Plot,travel
48296,I-Plot,back
48297,I-Plot,to
48298,I-Plot,the
48299,I-Plot,1980
48300,I-Plot,s
48301,I-Plot,and
48302,I-Plot,emerge
48303,I-Plot,with
48304,I-Plot,a
48305,I-Plot,positive
48306,I-Plot,life
48307,I-Plot,changing
48308,I-Plot,experience
48309,O,i
48310,O,am
48311,O,thinking
48312,O,of
48313,O,a
48314,B-Genre,comedy
48315,O,movie
48316,O,in
48317,O,which
48318,B-Plot,a
48319,I-Plot,young
48320,I-Plot,pizza
48321,I-Plot,delivery
48322,I-Plot,driver
48323,I-Plot,is
48324,I-Plot,kidnapped
48325,I-Plot,and
48326,I-Plot,strapped
48327,I-Plot,with
48328,I-Plot,a
48329,I-Plot,bomb
48330,O,i
48331,O,am
48332,O,thinking
48333,O,of
48334,O,a
48335,B-Genre,comedy
48336,O,movie
48337,O,where
48338,B-Actor,kristen
48339,I-Actor,wiig
48340,O,plays
48341,B-Plot,a
48342,I-Plot,woman
48343,I-Plot,who
48344,I-Plot,is
48345,I-Plot,bitter
48346,I-Plot,about
48347,I-Plot,her
48348,I-Plot,best
48349,I-Plot,friend
48350,I-Plot,getting
48351,I-Plot,married
48352,I-Plot,and
48353,I-Plot,another
48354,I-Plot,woman
48355,I-Plot,is
48356,I-Plot,the
48357,I-Plot,maid
48358,I-Plot,of
48359,I-Plot,honor
48360,O,i
48361,O,am
48362,O,thinking
48363,O,of
48364,O,a
48365,O,fairly
48366,O,recent
48367,B-Actor,brad
48368,I-Actor,pitt
48369,O,movie
48370,O,where
48371,O,he
48372,O,portrays
48373,B-Character_Name,billy
48374,I-Character_Name,bean
48375,O,i
48376,O,am
48377,O,thinking
48378,O,of
48379,O,a
48380,O,fictional
48381,O,movie
48382,O,portraying
48383,B-Plot,a
48384,I-Plot,small
48385,I-Plot,number
48386,I-Plot,of
48387,I-Plot,teenagers
48388,I-Plot,that
48389,I-Plot,have
48390,I-Plot,super
48391,I-Plot,powers
48392,I-Plot,and
48393,I-Plot,these
48394,I-Plot,teenagers
48395,I-Plot,all
48396,I-Plot,have
48397,I-Plot,bad
48398,I-Plot,guys
48399,I-Plot,looking
48400,I-Plot,for
48401,I-Plot,them
48402,I-Plot,there
48403,I-Plot,is
48404,I-Plot,a
48405,I-Plot,limited
48406,I-Plot,number
48407,I-Plot,of
48408,I-Plot,their
48409,I-Plot,kind
48410,O,i
48411,O,am
48412,O,thinking
48413,O,of
48414,O,a
48415,O,film
48416,O,about
48417,O,a
48418,B-Opinion,classic
48419,B-Director,universal
48420,I-Director,studios
48421,B-Plot,monster
48422,I-Plot,who
48423,I-Plot,is
48424,I-Plot,afflicted
48425,I-Plot,by
48426,I-Plot,the
48427,I-Plot,bite
48428,I-Plot,of
48429,I-Plot,a
48430,I-Plot,lupine
48431,I-Plot,beast
48432,O,i
48433,O,am
48434,O,thinking
48435,O,of
48436,O,a
48437,O,film
48438,O,about
48439,B-Plot,a
48440,I-Plot,mildly
48441,I-Plot,retarded
48442,I-Plot,young
48443,I-Plot,man
48444,I-Plot,whose
48445,I-Plot,exploits
48446,I-Plot,manage
48447,I-Plot,to
48448,I-Plot,have
48449,I-Plot,him
48450,I-Plot,play
48451,I-Plot,a
48452,I-Plot,pivotal
48453,I-Plot,part
48454,I-Plot,in
48455,I-Plot,dozens
48456,I-Plot,of
48457,I-Plot,historic
48458,I-Plot,events
48459,O,i
48460,O,am
48461,O,thinking
48462,O,of
48463,O,a
48464,O,film
48465,B-Relationship,adaptation
48466,I-Relationship,of
48467,I-Relationship,a
48468,B-Origin,suzanne
48469,I-Origin,collins
48470,I-Origin,novel
48471,O,about
48472,O,a
48473,B-Plot,dystopian
48474,I-Plot,society
48475,I-Plot,where
48476,I-Plot,teenagers
48477,I-Plot,fight
48478,I-Plot,to
48479,I-Plot,the
48480,I-Plot,death
48481,O,i
48482,O,am
48483,O,thinking
48484,O,of
48485,O,a
48486,O,film
48487,O,adaptation
48488,O,of
48489,O,the
48490,B-Genre,classic
48491,I-Genre,vampire
48492,I-Genre,story
48493,B-Origin,written
48494,I-Origin,by
48495,I-Origin,bram
48496,I-Origin,stoker
48497,O,i
48498,O,am
48499,O,thinking
48500,O,of
48501,O,a
48502,O,film
48503,O,based
48504,O,on
48505,O,a
48506,B-Opinion,classic
48507,B-Genre,children
48508,I-Genre,s
48509,I-Genre,fairy
48510,I-Genre,tale
48511,O,with
48512,O,a
48513,B-Plot,witch
48514,I-Plot,a
48515,I-Plot,fair
48516,I-Plot,girl
48517,I-Plot,and
48518,I-Plot,the
48519,I-Plot,little
48520,I-Plot,men
48521,I-Plot,who
48522,I-Plot,befriend
48523,I-Plot,and
48524,I-Plot,protect
48525,I-Plot,her
48526,O,i
48527,O,am
48528,O,thinking
48529,O,of
48530,O,a
48531,O,film
48532,O,that
48533,O,features
48534,O,the
48535,O,character
48536,B-Character_Name,mr
48537,I-Character_Name,miyaggi
48538,O,as
48539,B-Plot,he
48540,I-Plot,teaches
48541,I-Plot,a
48542,I-Plot,young
48543,I-Plot,man
48544,I-Plot,how
48545,I-Plot,to
48546,I-Plot,defend
48547,I-Plot,himself
48548,I-Plot,using
48549,I-Plot,the
48550,I-Plot,martial
48551,I-Plot,arts
48552,O,i
48553,O,am
48554,O,thinking
48555,O,of
48556,O,a
48557,O,film
48558,O,that
48559,O,puts
48560,B-Actor,keanu
48561,I-Actor,reeves
48562,O,and
48563,B-Actor,sandra
48564,I-Actor,bullock
48565,O,on
48566,O,a
48567,B-Plot,bus
48568,I-Plot,that
48569,I-Plot,is
48570,I-Plot,about
48571,I-Plot,to
48572,I-Plot,blow
48573,I-Plot,up
48574,O,i
48575,O,am
48576,O,thinking
48577,O,of
48578,O,a
48579,O,film
48580,O,that
48581,O,stars
48582,B-Actor,hillary
48583,I-Actor,swank
48584,O,as
48585,B-Plot,a
48586,I-Plot,woman
48587,I-Plot,who
48588,I-Plot,puts
48589,I-Plot,herself
48590,I-Plot,through
48591,I-Plot,law
48592,I-Plot,school
48593,I-Plot,in
48594,I-Plot,order
48595,I-Plot,to
48596,I-Plot,defend
48597,I-Plot,her
48598,I-Plot,brother
48599,I-Plot,who
48600,I-Plot,has
48601,I-Plot,been
48602,I-Plot,convicted
48603,I-Plot,of
48604,I-Plot,murder
48605,O,i
48606,O,am
48607,O,thinking
48608,O,of
48609,O,a
48610,O,film
48611,O,that
48612,O,stars
48613,B-Actor,johnny
48614,I-Actor,depp
48615,O,as
48616,B-Character_Name,barnabas
48617,I-Character_Name,collins
48618,O,a
48619,B-Opinion,classic
48620,B-Plot,gothic
48621,I-Plot,soap
48622,I-Plot,opera
48623,I-Plot,vampire
48624,O,i
48625,O,am
48626,O,thinking
48627,O,of
48628,O,a
48629,B-Genre,futuristic
48630,I-Genre,action
48631,I-Genre,adventure
48632,I-Genre,film
48633,O,where
48634,O,a
48635,B-Plot,man
48636,I-Plot,finds
48637,I-Plot,out
48638,I-Plot,that
48639,I-Plot,he
48640,I-Plot,has
48641,I-Plot,been
48642,I-Plot,implanted
48643,I-Plot,with
48644,I-Plot,false
48645,I-Plot,memories
48646,I-Plot,and
48647,I-Plot,he
48648,I-Plot,has
48649,I-Plot,to
48650,I-Plot,go
48651,I-Plot,on
48652,I-Plot,the
48653,I-Plot,run
48654,O,i
48655,O,am
48656,O,thinking
48657,O,of
48658,O,a
48659,B-Genre,modern
48660,I-Genre,classic
48661,B-Year,70
48662,I-Year,s
48663,O,film
48664,O,about
48665,B-Plot,four
48666,I-Plot,male
48667,I-Plot,friends
48668,I-Plot,who
48669,I-Plot,go
48670,I-Plot,on
48671,I-Plot,an
48672,I-Plot,ill
48673,I-Plot,fated
48674,I-Plot,weekend
48675,I-Plot,trip
48676,I-Plot,to
48677,I-Plot,the
48678,I-Plot,wilderness
48679,O,i
48680,O,am
48681,O,thinking
48682,O,of
48683,O,a
48684,B-Opinion,modern
48685,I-Opinion,classic
48686,O,film
48687,O,starring
48688,B-Actor,ruth
48689,I-Actor,gordon
48690,O,about
48691,B-Plot,a
48692,I-Plot,young
48693,I-Plot,man
48694,I-Plot,who
48695,I-Plot,is
48696,I-Plot,attracted
48697,I-Plot,to
48698,I-Plot,a
48699,I-Plot,senior
48700,I-Plot,citizen
48701,O,i
48702,O,am
48703,O,thinking
48704,O,of
48705,O,a
48706,B-Genre,modern
48707,I-Genre,classic
48708,I-Genre,film
48709,O,that
48710,O,stars
48711,B-Actor,dustin
48712,I-Actor,hoffman
48713,O,as
48714,B-Plot,an
48715,I-Plot,idiot
48716,I-Plot,savant
48717,O,and
48718,B-Actor,tom
48719,I-Actor,cruise
48720,O,as
48721,O,his
48722,O,brother
48723,O,i
48724,O,am
48725,O,thinking
48726,O,of
48727,O,a
48728,B-Genre,modern
48729,B-Opinion,classic
48730,B-Genre,tearjerker
48731,O,about
48732,B-Plot,the
48733,I-Plot,bond
48734,I-Plot,between
48735,I-Plot,two
48736,I-Plot,friend
48737,O,that
48738,O,stars
48739,B-Actor,bette
48740,I-Actor,midler
48741,O,and
48742,B-Actor,barbara
48743,I-Actor,hershey
48744,O,i
48745,O,am
48746,O,thinking
48747,O,of
48748,O,a
48749,O,movie
48750,O,about
48751,O,a
48752,B-Plot,child
48753,I-Plot,who
48754,I-Plot,kills
48755,I-Plot,most
48756,I-Plot,of
48757,I-Plot,his
48758,I-Plot,family
48759,O,i
48760,O,am
48761,O,thinking
48762,O,of
48763,O,a
48764,O,movie
48765,O,in
48766,O,which
48767,B-Plot,two
48768,I-Plot,men
48769,I-Plot,who
48770,I-Plot,lead
48771,I-Plot,very
48772,I-Plot,different
48773,I-Plot,lives
48774,I-Plot,urinate
48775,I-Plot,into
48776,I-Plot,a
48777,I-Plot,fountain
48778,I-Plot,and
48779,I-Plot,inhabit
48780,I-Plot,each
48781,I-Plot,others
48782,I-Plot,bodies
48783,I-Plot,as
48784,I-Plot,a
48785,I-Plot,result
48786,O,i
48787,O,am
48788,O,thinking
48789,O,of
48790,O,a
48791,O,movie
48792,O,starring
48793,O,a
48794,O,twilight
48795,O,character
48796,O,that
48797,O,is
48798,B-Origin,inspired
48799,I-Origin,by
48800,B-Plot,a
48801,I-Plot,fairytale
48802,I-Plot,of
48803,I-Plot,a
48804,I-Plot,young
48805,I-Plot,girl
48806,I-Plot,trying
48807,I-Plot,to
48808,I-Plot,defeat
48809,I-Plot,and
48810,I-Plot,defend
48811,I-Plot,herself
48812,I-Plot,from
48813,I-Plot,an
48814,I-Plot,evil
48815,I-Plot,woman
48816,O,i
48817,O,am
48818,O,thinking
48819,O,of
48820,O,a
48821,O,movie
48822,O,that
48823,O,has
48824,B-Plot,a
48825,I-Plot,stuffed
48826,I-Plot,bear
48827,I-Plot,in
48828,I-Plot,it
48829,I-Plot,that
48830,I-Plot,a
48831,I-Plot,boy
48832,I-Plot,grows
48833,I-Plot,up
48834,I-Plot,with
48835,I-Plot,the
48836,I-Plot,bear
48837,I-Plot,comes
48838,I-Plot,to
48839,I-Plot,life
48840,I-Plot,and
48841,I-Plot,they
48842,I-Plot,hang
48843,I-Plot,out
48844,I-Plot,together
48845,I-Plot,and
48846,I-Plot,go
48847,I-Plot,through
48848,I-Plot,life
48849,I-Plot,s
48850,I-Plot,ups
48851,I-Plot,and
48852,I-Plot,downs
48853,O,i
48854,O,am
48855,O,thinking
48856,O,of
48857,O,a
48858,O,movie
48859,O,that
48860,O,has
48861,B-Plot,a
48862,I-Plot,very
48863,I-Plot,big
48864,I-Plot,ape
48865,I-Plot,that
48866,I-Plot,was
48867,I-Plot,captured
48868,I-Plot,off
48869,I-Plot,an
48870,I-Plot,island
48871,I-Plot,and
48872,I-Plot,brought
48873,I-Plot,back
48874,I-Plot,to
48875,I-Plot,the
48876,I-Plot,states
48877,I-Plot,the
48878,I-Plot,ape
48879,I-Plot,falls
48880,I-Plot,in
48881,I-Plot,love
48882,I-Plot,with
48883,I-Plot,a
48884,I-Plot,blond
48885,I-Plot,woman
48886,I-Plot,in
48887,I-Plot,the
48888,I-Plot,movie
48889,I-Plot,and
48890,I-Plot,they
48891,I-Plot,wind
48892,I-Plot,up
48893,I-Plot,on
48894,I-Plot,top
48895,I-Plot,of
48896,I-Plot,a
48897,I-Plot,skyscraper
48898,O,i
48899,O,am
48900,O,thinking
48901,O,of
48902,O,a
48903,O,movie
48904,O,that
48905,O,is
48906,O,a
48907,B-Relationship,spin
48908,I-Relationship,off
48909,O,of
48910,O,one
48911,O,of
48912,O,the
48913,B-Opinion,greatest
48914,B-Origin,shakespeare
48915,B-Opinion,classics
48916,O,off
48917,O,all
48918,O,time
48919,O,i
48920,O,am
48921,O,thinking
48922,O,of
48923,O,a
48924,O,movie
48925,O,that
48926,O,is
48927,B-Origin,based
48928,I-Origin,off
48929,I-Origin,of
48930,I-Origin,a
48931,I-Origin,famous
48932,I-Origin,poem
48933,I-Origin,written
48934,I-Origin,by
48935,I-Origin,edgar
48936,I-Origin,allan
48937,I-Origin,poe
48938,O,i
48939,O,am
48940,O,thinking
48941,O,of
48942,O,a
48943,O,movie
48944,O,that
48945,O,is
48946,O,the
48947,B-Relationship,second
48948,I-Relationship,to
48949,I-Relationship,last
48950,I-Relationship,in
48951,I-Relationship,a
48952,I-Relationship,series
48953,O,about
48954,O,a
48955,B-Plot,vampire
48956,I-Plot,and
48957,I-Plot,the
48958,I-Plot,human
48959,I-Plot,who
48960,I-Plot,falls
48961,I-Plot,in
48962,I-Plot,love
48963,I-Plot,with
48964,I-Plot,him
48965,O,i
48966,O,am
48967,O,thinking
48968,O,of
48969,O,a
48970,O,movie
48971,O,with
48972,O,a
48973,B-Plot,lion
48974,I-Plot,scarecrow
48975,I-Plot,and
48976,I-Plot,tin
48977,I-Plot,man
48978,I-Plot,and
48979,I-Plot,a
48980,I-Plot,girl
48981,I-Plot,and
48982,I-Plot,her
48983,I-Plot,dog
48984,I-Plot,get
48985,I-Plot,blown
48986,I-Plot,away
48987,I-Plot,in
48988,I-Plot,a
48989,I-Plot,tornado
48990,O,i
48991,O,am
48992,O,thinking
48993,O,of
48994,O,a
48995,O,new
48996,B-Director,disney
48997,B-Opinion,classic
48998,O,film
48999,O,that
49000,O,tells
49001,B-Plot,the
49002,I-Plot,story
49003,I-Plot,of
49004,I-Plot,a
49005,I-Plot,hard
49006,I-Plot,working
49007,I-Plot,young
49008,I-Plot,girl
49009,I-Plot,who
49010,I-Plot,becomes
49011,I-Plot,a
49012,I-Plot,princess
49013,I-Plot,after
49014,I-Plot,a
49015,I-Plot,magical
49016,I-Plot,encounter
49017,I-Plot,with
49018,I-Plot,an
49019,I-Plot,amphibian
49020,O,i
49021,O,am
49022,O,thinking
49023,O,of
49024,O,a
49025,O,recent
49026,B-Genre,animated
49027,O,film
49028,O,that
49029,O,tells
49030,B-Plot,the
49031,I-Plot,tale
49032,I-Plot,of
49033,I-Plot,jack
49034,I-Plot,frost
49035,I-Plot,and
49036,I-Plot,his
49037,I-Plot,attempt
49038,I-Plot,to
49039,I-Plot,save
49040,I-Plot,the
49041,I-Plot,world
49042,I-Plot,from
49043,I-Plot,darkness
49044,O,i
49045,O,am
49046,O,thinking
49047,O,of
49048,O,a
49049,O,recent
49050,O,film
49051,O,that
49052,O,acts
49053,O,as
49054,B-Origin,a
49055,I-Origin,prequel
49056,I-Origin,to
49057,I-Origin,the
49058,I-Origin,classic
49059,I-Origin,70
49060,I-Origin,s
49061,I-Origin,sci
49062,I-Origin,fi
49063,I-Origin,film
49064,I-Origin,franchise
49065,O,featuring
49066,B-Plot,simians
49067,I-Plot,as
49068,I-Plot,the
49069,I-Plot,dominant
49070,I-Plot,earth
49071,I-Plot,species
49072,O,i
49073,O,am
49074,O,thinking
49075,O,of
49076,O,a
49077,O,recent
49078,B-Genre,sci
49079,I-Genre,fi
49080,B-Opinion,classic
49081,O,film
49082,O,whose
49083,O,setting
49084,B-Plot,is
49085,I-Plot,a
49086,I-Plot,dystopian
49087,I-Plot,future
49088,I-Plot,where
49089,I-Plot,life
49090,I-Plot,expires
49091,I-Plot,if
49092,I-Plot,it
49093,I-Plot,is
49094,I-Plot,not
49095,I-Plot,purchased
49096,I-Plot,beforehand
49097,O,i
49098,O,am
49099,O,thinking
49100,O,of
49101,O,a
49102,B-Genre,romantic
49103,I-Genre,comedy
49104,O,that
49105,O,stars
49106,B-Actor,sandra
49107,I-Actor,bullock
49108,O,as
49109,B-Plot,a
49110,I-Plot,woman
49111,I-Plot,who
49112,I-Plot,falls
49113,I-Plot,for
49114,I-Plot,a
49115,I-Plot,man
49116,I-Plot,in
49117,I-Plot,a
49118,I-Plot,coma
49119,O,i
49120,O,am
49121,O,thinking
49122,O,of
49123,O,a
49124,B-Genre,sci
49125,I-Genre,fi
49126,O,film
49127,O,that
49128,O,pairs
49129,B-Plot,characters
49130,I-Plot,from
49131,I-Plot,the
49132,I-Plot,old
49133,I-Plot,west
49134,I-Plot,with
49135,I-Plot,hostile
49136,I-Plot,extra
49137,I-Plot,terrestrial
49138,I-Plot,beings
49139,O,i
49140,O,am
49141,O,thinking
49142,O,of
49143,O,a
49144,B-Genre,supernatural
49145,I-Genre,horror
49146,O,film
49147,O,about
49148,B-Plot,a
49149,I-Plot,group
49150,I-Plot,of
49151,I-Plot,teenagers
49152,I-Plot,who
49153,I-Plot,cheat
49154,I-Plot,death
49155,I-Plot,but
49156,I-Plot,then
49157,I-Plot,death
49158,I-Plot,comes
49159,I-Plot,back
49160,I-Plot,to
49161,I-Plot,stalk
49162,I-Plot,them
49163,O,i
49164,O,am
49165,O,thinking
49166,O,of
49167,O,a
49168,B-Director,tyler
49169,O,film
49170,O,that
49171,O,stars
49172,O,himself
49173,O,as
49174,O,the
49175,B-Plot,quintessential
49176,I-Plot,ghetto
49177,I-Plot,granny
49178,I-Plot,who
49179,I-Plot,takes
49180,I-Plot,on
49181,I-Plot,the
49182,I-Plot,responsibility
49183,I-Plot,of
49184,I-Plot,housing
49185,I-Plot,a
49186,I-Plot,cfo
49187,I-Plot,accused
49188,I-Plot,of
49189,I-Plot,a
49190,I-Plot,running
49191,I-Plot,a
49192,I-Plot,ponzi
49193,I-Plot,scheme
49194,I-Plot,for
49195,I-Plot,the
49196,I-Plot,mob
49197,O,i
49198,O,am
49199,O,thinking
49200,O,of
49201,O,a
49202,B-Director,tyler
49203,I-Director,perry
49204,O,film
49205,O,where
49206,B-Plot,he
49207,I-Plot,crossdresses
49208,I-Plot,as
49209,I-Plot,a
49210,I-Plot,woman
49211,I-Plot,who
49212,I-Plot,must
49213,I-Plot,protect
49214,I-Plot,a
49215,I-Plot,family
49216,I-Plot,s
49217,I-Plot,identities
49218,O,i
49219,O,am
49220,O,thinking
49221,O,of
49222,O,an
49223,B-Year,80
49224,I-Year,s
49225,B-Genre,romantic
49226,I-Genre,comedy
49227,O,starring
49228,B-Actor,melanie
49229,I-Actor,griffith
49230,O,as
49231,B-Plot,a
49232,I-Plot,woman
49233,I-Plot,whose
49234,I-Plot,boss
49235,I-Plot,steals
49236,I-Plot,her
49237,I-Plot,idea
49238,I-Plot,and
49239,I-Plot,sells
49240,I-Plot,it
49241,I-Plot,as
49242,I-Plot,her
49243,I-Plot,own
49244,O,i
49245,O,am
49246,O,thinking
49247,O,of
49248,O,an
49249,B-Award,academy
49250,I-Award,award
49251,O,winning
49252,O,film
49253,O,that
49254,O,stars
49255,B-Actor,tim
49256,I-Actor,robbins
49257,O,as
49258,B-Plot,a
49259,I-Plot,man
49260,I-Plot,who
49261,I-Plot,was
49262,I-Plot,abducted
49263,I-Plot,and
49264,I-Plot,molested
49265,I-Plot,by
49266,I-Plot,a
49267,I-Plot,pedophile
49268,I-Plot,when
49269,I-Plot,he
49270,I-Plot,was
49271,I-Plot,a
49272,I-Plot,boy
49273,O,i
49274,O,am
49275,O,thinking
49276,O,of
49277,O,an
49278,B-Genre,action
49279,I-Genre,adventure
49280,O,film
49281,O,that
49282,O,stars
49283,B-Actor,angelina
49284,I-Actor,jolie
49285,O,as
49286,B-Plot,a
49287,I-Plot,russian
49288,I-Plot,sleeper
49289,I-Plot,agent
49290,O,i
49291,O,am
49292,O,thinking
49293,O,of
49294,O,an
49295,B-Genre,action
49296,O,film
49297,O,starring
49298,B-Actor,zoe
49299,I-Actor,saldana
49300,O,as
49301,B-Plot,a
49302,I-Plot,hit
49303,I-Plot,woman
49304,I-Plot,who
49305,I-Plot,seeks
49306,I-Plot,to
49307,I-Plot,avenge
49308,I-Plot,the
49309,I-Plot,murder
49310,I-Plot,of
49311,I-Plot,her
49312,I-Plot,parents
49313,O,i
49314,O,am
49315,O,thinking
49316,O,of
49317,O,an
49318,B-Genre,animated
49319,O,film
49320,O,about
49321,B-Plot,a
49322,I-Plot,large
49323,I-Plot,metal
49324,I-Plot,robot
49325,I-Plot,alien
49326,I-Plot,who
49327,I-Plot,visits
49328,I-Plot,earth
49329,I-Plot,and
49330,I-Plot,befriends
49331,I-Plot,a
49332,I-Plot,little
49333,I-Plot,boy
49334,O,i
49335,O,am
49336,O,thinking
49337,O,of
49338,O,an
49339,B-Genre,animated
49340,O,film
49341,O,that
49342,O,features
49343,B-Character_Name,jack
49344,I-Character_Name,frost
49345,B-Plot,on
49346,I-Plot,a
49347,I-Plot,quest
49348,I-Plot,to
49349,I-Plot,save
49350,I-Plot,the
49351,I-Plot,world
49352,O,i
49353,O,am
49354,O,thinking
49355,O,of
49356,O,an
49357,B-Award,award
49358,I-Award,winning
49359,O,film
49360,O,that
49361,O,stars
49362,B-Actor,diane
49363,I-Actor,lane
49364,O,as
49365,B-Plot,a
49366,I-Plot,newly
49367,I-Plot,divorced
49368,I-Plot,american
49369,I-Plot,woman
49370,I-Plot,who
49371,I-Plot,decides
49372,I-Plot,to
49373,I-Plot,reinvent
49374,I-Plot,herself
49375,I-Plot,by
49376,I-Plot,purchasing
49377,I-Plot,an
49378,I-Plot,italian
49379,I-Plot,villa
49380,O,i
49381,O,am
49382,O,thinking
49383,O,of
49384,O,an
49385,B-Opinion,intense
49386,O,movie
49387,O,where
49388,B-Plot,the
49389,I-Plot,guy
49390,I-Plot,turns
49391,I-Plot,into
49392,I-Plot,a
49393,I-Plot,wolf
49394,I-Plot,and
49395,I-Plot,becomes
49396,I-Plot,the
49397,I-Plot,villain
49398,I-Plot,of
49399,I-Plot,the
49400,I-Plot,village
49401,O,i
49402,O,am
49403,O,thinking
49404,O,of
49405,O,the
49406,B-Year,70
49407,I-Year,s
49408,B-Opinion,classic
49409,O,film
49410,O,that
49411,O,tells
49412,O,the
49413,B-Plot,story
49414,I-Plot,of
49415,I-Plot,an
49416,I-Plot,underdog
49417,I-Plot,boxer
49418,I-Plot,who
49419,I-Plot,goes
49420,I-Plot,the
49421,I-Plot,distance
49422,I-Plot,despite
49423,I-Plot,the
49424,I-Plot,odds
49425,O,i
49426,O,am
49427,O,thinking
49428,O,of
49429,O,the
49430,B-Year,70
49431,I-Year,s
49432,B-Genre,horror
49433,I-Genre,cult
49434,B-Opinion,classic
49435,O,about
49436,B-Plot,leatherface
49437,I-Plot,and
49438,I-Plot,his
49439,I-Plot,family
49440,I-Plot,of
49441,I-Plot,cannibalistic
49442,I-Plot,serial
49443,I-Plot,killers
49444,O,i
49445,O,am
49446,O,thinking
49447,O,of
49448,O,the
49449,B-Year,80
49450,O,s
49451,B-Genre,british
49452,I-Genre,romantic
49453,I-Genre,comedy
49454,O,that
49455,O,stars
49456,B-Actor,hugh
49457,I-Actor,grant
49458,O,as
49459,O,a
49460,B-Plot,bachelor
49461,I-Plot,running
49462,I-Plot,from
49463,I-Plot,inevitable
49464,I-Plot,love
49465,O,i
49466,O,am
49467,O,thinking
49468,O,of
49469,O,the
49470,B-Year,80
49471,I-Year,s
49472,B-Genre,classic
49473,B-Director,oliver
49474,I-Director,stone
49475,O,film
49476,O,that
49477,O,features
49478,B-Actor,willem
49479,I-Actor,defoe
49480,O,and
49481,B-Actor,charlie
49482,I-Actor,sheen
49483,O,as
49484,B-Plot,members
49485,I-Plot,of
49486,I-Plot,a
49487,I-Plot,military
49488,I-Plot,unit
49489,I-Plot,stationed
49490,I-Plot,in
49491,I-Plot,vietnam
49492,O,i
49493,O,am
49494,O,thinking
49495,O,of
49496,O,the
49497,B-Year,90
49498,I-Year,s
49499,O,era
49500,O,film
49501,O,adaptation
49502,O,of
49503,O,the
49504,B-Opinion,classic
49505,B-Origin,e
49506,I-Origin,m
49507,I-Origin,forster
49508,I-Origin,novel
49509,B-Plot,about
49510,I-Plot,three
49511,I-Plot,british
49512,I-Plot,families
49513,O,that
49514,O,stars
49515,B-Actor,anthony
49516,I-Actor,hopkins
49517,O,and
49518,B-Actor,emma
49519,I-Actor,thompson
49520,O,i
49521,O,am
49522,O,thinking
49523,O,of
49524,O,the
49525,B-Award,academy
49526,I-Award,award
49527,I-Award,winning
49528,B-Director,steven
49529,I-Director,spielberg
49530,O,film
49531,O,that
49532,B-Plot,chronicles
49533,I-Plot,the
49534,I-Plot,events
49535,I-Plot,of
49536,I-Plot,a
49537,I-Plot,famous
49538,I-Plot,manufacturer
49539,I-Plot,who
49540,I-Plot,saved
49541,I-Plot,the
49542,I-Plot,lives
49543,I-Plot,of
49544,I-Plot,thousands
49545,I-Plot,of
49546,I-Plot,jews
49547,I-Plot,during
49548,I-Plot,the
49549,I-Plot,holocaust
49550,O,i
49551,O,am
49552,O,thinking
49553,O,of
49554,O,the
49555,B-Genre,animated
49556,O,film
49557,O,that
49558,O,is
49559,B-Origin,based
49560,I-Origin,on
49561,I-Origin,the
49562,I-Origin,neil
49563,I-Origin,gaiman
49564,I-Origin,book
49565,O,about
49566,B-Plot,a
49567,I-Plot,little
49568,I-Plot,girl
49569,I-Plot,who
49570,I-Plot,stumbles
49571,I-Plot,upon
49572,I-Plot,an
49573,I-Plot,alternate
